id,source_id_x,condition_id,drug_id,condition_name,source_id_y,url,drug_name,wiki_url,drugbank_url
6723,1,1329,DB06626,renal clear cell carcinoma,1,,axitinib,http://www.wikidata.org/entity/Q4830631,https://go.drugbank.com/drugs/DB06626
6725,1,817,DB06626,renal pelvis carcinoma,1,,axitinib,http://www.wikidata.org/entity/Q4830631,https://go.drugbank.com/drugs/DB06626
977,2,1,DB06186,renal cell carcinoma,2,https://www.webmd.com/drugs/2/condition-450/renal%20cell%20carcinoma,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
10673,1,1084,DB06186,renal cell carcinoma,1,,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
10671,1,776,DB06186,myelodysplastic syndrome,1,,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
10668,1,1097,DB06186,melanoma,1,,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
10670,1,1190,DB06186,non-small-cell lung carcinoma,1,,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
10672,1,1030,DB06186,metastatic melanoma,1,,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
10669,1,1261,DB06186,skin cancer,1,,ipilimumab,http://www.wikidata.org/entity/Q2459042,https://go.drugbank.com/drugs/DB06186
3,2,2,DB00622,raynaud's phenomenon,2,https://www.webmd.com/drugs/2/condition-1646/raynaud's%20phenomenon,nicardipine,http://www.wikidata.org/entity/Q729213,https://go.drugbank.com/drugs/DB00622
9400,1,991,DB00622,angina pectoris,1,,nicardipine,http://www.wikidata.org/entity/Q729213,https://go.drugbank.com/drugs/DB00622
9401,1,637,DB00622,arterial hypertension,1,,nicardipine,http://www.wikidata.org/entity/Q729213,https://go.drugbank.com/drugs/DB00622
167,2,2,DB01115,raynaud's phenomenon,2,https://www.webmd.com/drugs/2/condition-1646/raynaud's%20phenomenon,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
166,2,99,DB01115,sinus tachycardia secondary to antipsychotic medication,2,https://www.webmd.com/drugs/2/condition-14197/sinus%20tachycardia%20secondary%20to%20antipsychotic%20medication,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2025,1,991,DB01115,angina pectoris,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2027,1,991,DB01115,angina pectoris,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2029,1,991,DB01115,angina pectoris,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2031,1,991,DB01115,angina pectoris,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2033,1,991,DB01115,angina pectoris,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2026,1,637,DB01115,arterial hypertension,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2028,1,637,DB01115,arterial hypertension,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2030,1,637,DB01115,arterial hypertension,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2032,1,637,DB01115,arterial hypertension,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
2034,1,637,DB01115,arterial hypertension,1,,nifedipine,http://www.wikidata.org/entity/Q39111,https://go.drugbank.com/drugs/DB01115
208,2,2,DB01023,raynaud's phenomenon,2,https://www.webmd.com/drugs/2/condition-1646/raynaud's%20phenomenon,felodipine,http://www.wikidata.org/entity/Q420644,https://go.drugbank.com/drugs/DB01023
7391,1,991,DB01023,angina pectoris,1,,felodipine,http://www.wikidata.org/entity/Q420644,https://go.drugbank.com/drugs/DB01023
7392,1,637,DB01023,arterial hypertension,1,,felodipine,http://www.wikidata.org/entity/Q420644,https://go.drugbank.com/drugs/DB01023
269,2,2,DB00203,raynaud's phenomenon,2,https://www.webmd.com/drugs/2/condition-1646/raynaud's%20phenomenon,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
268,2,156,DB00203,pulmonary arterial hypertension,2,https://www.webmd.com/drugs/2/condition-13784/pulmonary%20arterial%20hypertension,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3048,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3051,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3054,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3057,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3060,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3063,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3066,1,608,DB00203,erectile dysfunction,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3049,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3052,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3055,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3058,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3061,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3064,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3067,1,672,DB00203,pulmonary hypertension,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3050,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3053,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3056,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3059,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3062,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3065,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
3068,1,627,DB00203,vasculogenic impotence,1,,sildenafil,http://www.wikidata.org/entity/Q191521,https://go.drugbank.com/drugs/DB00203
4,2,3,DB00364,duodenal ulcer,2,https://www.webmd.com/drugs/2/condition-2024/duodenal%20ulcer,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7155,1,797,DB00364,pneumonia,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7149,1,1264,DB00364,gastric ulcer,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7150,1,1114,DB00364,esophagitis,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7151,1,818,DB00364,duodenal ulcer,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7152,1,1240,DB00364,gastroesophageal reflux disease,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7154,1,1289,DB00364,gastritis,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
7153,1,1232,DB00364,stomatitis,1,,sucralfate,http://www.wikidata.org/entity/Q420394,https://go.drugbank.com/drugs/DB00364
57,2,3,DB00927,duodenal ulcer,2,https://www.webmd.com/drugs/2/condition-2024/duodenal%20ulcer,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
56,2,36,DB00927,reflux esophagitis,2,https://www.webmd.com/drugs/2/condition-1992/reflux%20esophagitis,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4860,1,1264,DB00927,gastric ulcer,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4869,1,1264,DB00927,gastric ulcer,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4861,1,604,DB00927,indigestion,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4870,1,604,DB00927,indigestion,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4862,1,938,DB00927,zollinger–ellison syndrome,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4871,1,938,DB00927,zollinger–ellison syndrome,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4863,1,818,DB00927,duodenal ulcer,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4872,1,818,DB00927,duodenal ulcer,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4864,1,1240,DB00927,gastroesophageal reflux disease,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4873,1,1240,DB00927,gastroesophageal reflux disease,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4865,1,1444,DB00927,arterial occlusive disease,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4874,1,1444,DB00927,arterial occlusive disease,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4859,1,1428,DB00927,peptic esophagitis,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4868,1,1428,DB00927,peptic esophagitis,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4866,1,1383,DB00927,heartburn,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4875,1,1383,DB00927,heartburn,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4858,1,1195,DB00927,urticaria,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
4867,1,1195,DB00927,urticaria,1,,famotidine,http://www.wikidata.org/entity/Q411159,https://go.drugbank.com/drugs/DB00927
816,2,3,DB00501,duodenal ulcer,2,https://www.webmd.com/drugs/2/condition-2024/duodenal%20ulcer,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
815,2,480,DB00501,multiple endocrine neoplasia,2,https://www.webmd.com/drugs/2/condition-554/multiple%20endocrine%20neoplasia,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3177,1,1264,DB00501,gastric ulcer,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3178,1,604,DB00501,indigestion,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3179,1,938,DB00501,zollinger–ellison syndrome,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3180,1,818,DB00501,duodenal ulcer,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3181,1,1240,DB00501,gastroesophageal reflux disease,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3182,1,1444,DB00501,arterial occlusive disease,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3176,1,1428,DB00501,peptic esophagitis,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3183,1,1383,DB00501,heartburn,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
3175,1,1195,DB00501,urticaria,1,,cimetidine,http://www.wikidata.org/entity/Q409492,https://go.drugbank.com/drugs/DB00501
5,2,4,DB00661,multifocal atrial tachycardia,2,https://www.webmd.com/drugs/2/condition-5281/multifocal%20atrial%20tachycardia,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
6,2,5,DB00661,prevention of anginal pain associated with vasospastic angina,2,https://www.webmd.com/drugs/2/condition-14913/prevention%20of%20anginal%20pain%20associated%20with%20vasospastic%20angina,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1438,1,792,DB00661,unstable angina,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2085,1,792,DB00661,unstable angina,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2092,1,792,DB00661,unstable angina,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1434,1,916,DB00661,atrial fibrillation,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2081,1,916,DB00661,atrial fibrillation,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2088,1,916,DB00661,atrial fibrillation,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1436,1,1430,DB00661,myocardial infarction,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2083,1,1430,DB00661,myocardial infarction,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2090,1,1430,DB00661,myocardial infarction,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1432,1,991,DB00661,angina pectoris,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2079,1,991,DB00661,angina pectoris,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2086,1,991,DB00661,angina pectoris,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1433,1,1439,DB00661,essential hypertension,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2080,1,1439,DB00661,essential hypertension,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2087,1,1439,DB00661,essential hypertension,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1435,1,624,DB00661,supraventricular tachycardia,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2082,1,624,DB00661,supraventricular tachycardia,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2089,1,624,DB00661,supraventricular tachycardia,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
1437,1,637,DB00661,arterial hypertension,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2084,1,637,DB00661,arterial hypertension,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
2091,1,637,DB00661,arterial hypertension,1,,verapamil,http://www.wikidata.org/entity/Q410291,https://go.drugbank.com/drugs/DB00661
7,2,6,DB00258,renal osteodystrophy with hyperphosphatemia,2,https://www.webmd.com/drugs/2/condition-2264/renal%20osteodystrophy%20with%20hyperphosphatemia,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3145,1,775,DB00258,chronic kidney disease,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3148,1,775,DB00258,chronic kidney disease,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3151,1,775,DB00258,chronic kidney disease,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3154,1,775,DB00258,chronic kidney disease,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3143,1,1042,DB00258,osteoporosis,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3146,1,1042,DB00258,osteoporosis,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3149,1,1042,DB00258,osteoporosis,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3152,1,1042,DB00258,osteoporosis,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3144,1,788,DB00258,hyperphosphatemia,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3147,1,788,DB00258,hyperphosphatemia,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3150,1,788,DB00258,hyperphosphatemia,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
3153,1,788,DB00258,hyperphosphatemia,1,,calcium acetate,http://www.wikidata.org/entity/Q409251,https://go.drugbank.com/drugs/DB00258
253,2,6,DB00658,renal osteodystrophy with hyperphosphatemia,2,https://www.webmd.com/drugs/2/condition-2264/renal%20osteodystrophy%20with%20hyperphosphatemia,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
10036,1,775,DB00658,chronic kidney disease,1,,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
10039,1,775,DB00658,chronic kidney disease,1,,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
10035,1,788,DB00658,hyperphosphatemia,1,,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
10038,1,788,DB00658,hyperphosphatemia,1,,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
10037,1,1255,DB00658,phosphorus metabolism disease,1,,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
10040,1,1255,DB00658,phosphorus metabolism disease,1,,sevelamer,http://www.wikidata.org/entity/Q904153,https://go.drugbank.com/drugs/DB00658
739,2,6,DB06724,renal osteodystrophy with hyperphosphatemia,2,https://www.webmd.com/drugs/2/condition-2264/renal%20osteodystrophy%20with%20hyperphosphatemia,calcium carbonate,http://www.wikidata.org/entity/Q23767,https://go.drugbank.com/drugs/DB06724
737,2,442,DB06724,dyspepsia prevention,2,https://www.webmd.com/drugs/2/condition-4070/dyspepsia%20prevention,calcium carbonate,http://www.wikidata.org/entity/Q23767,https://go.drugbank.com/drugs/DB06724
738,2,441,DB06724,flatulence,2,https://www.webmd.com/drugs/2/condition-3232/flatulence,calcium carbonate,http://www.wikidata.org/entity/Q23767,https://go.drugbank.com/drugs/DB06724
2732,1,1264,DB06724,gastric ulcer,1,,calcium carbonate,http://www.wikidata.org/entity/Q23767,https://go.drugbank.com/drugs/DB06724
