id,source_id,drug_id,product_name,url,type,n_reviews,manufacturer_id,drug_name,wiki_url,drugbank_url
5105,3,DB00244,asacol,,,,1103.0,mesalazine,http://www.wikidata.org/entity/Q412479,https://go.drugbank.com/drugs/DB00244
5106,3,DB00244,asacol,,,,4069.0,mesalazine,http://www.wikidata.org/entity/Q412479,https://go.drugbank.com/drugs/DB00244
5107,3,DB00244,asacol,,,,43.0,mesalazine,http://www.wikidata.org/entity/Q412479,https://go.drugbank.com/drugs/DB00244
5108,3,DB00244,asacol,,,,2104.0,mesalazine,http://www.wikidata.org/entity/Q412479,https://go.drugbank.com/drugs/DB00244
5109,3,DB00244,asacol,,,,3423.0,mesalazine,http://www.wikidata.org/entity/Q412479,https://go.drugbank.com/drugs/DB00244
5110,3,DB00244,asacol 800,,,,4069.0,mesalazine,http://www.wikidata.org/entity/Q412479,https://go.drugbank.com/drugs/DB00244
10,2,DB00544,carac cream,https://www.webmd.com/drugs/2/drug-20406-5046/carac-cream/details,RX,115.0,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
84,2,DB00544,fluoroplex cream,https://www.webmd.com/drugs/2/drug-3727-5046/fluoroplex-cream/details,RX,10.0,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
683,2,DB00544,tolak cream,https://www.webmd.com/drugs/2/drug-170039-5046/tolak-cream/details,RX,0.0,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
942,2,DB00544,adrucil vial,https://www.webmd.com/drugs/2/drug-11273-8046/adrucil-vial/details,RX,1.0,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
1007,2,DB00544,efudex cream,https://www.webmd.com/drugs/2/drug-3723-5046/efudex-cream/details,RX,86.0,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
1008,2,DB00544,efudex occlusion pack kit,https://www.webmd.com/drugs/2/drug-94830/efudex-occlusion-pack-kit/details,RX,1.0,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
2127,1,DB00544,adrucil,,,,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
2128,1,DB00544,carac,,,,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
2129,1,DB00544,fluoroplex,,,,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
2368,1,DB00544,tolak,,,,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
2508,1,DB00544,efudex,,,,,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7740,3,DB00544,actikerall,,,,2613.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7741,3,DB00544,adrucil,,,,3379.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7742,3,DB00544,adrucil,,,,3860.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7743,3,DB00544,adrucil inj 50mg/ml,,,,570.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7744,3,DB00544,carac,,,,227.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7745,3,DB00544,carac,,,,3843.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7746,3,DB00544,efudex,,,,1531.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7747,3,DB00544,efudex,,,,2880.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7748,3,DB00544,efudex,,,,3450.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7749,3,DB00544,fluorac,,,,2145.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7750,3,DB00544,fluoroplex,,,,2080.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7751,3,DB00544,fluoroplex,,,,4069.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7752,3,DB00544,fluoroplex cream 1%,,,,2589.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7753,3,DB00544,fluorouracil,,,,301.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7754,3,DB00544,fluorouracil,,,,3075.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
7755,3,DB00544,fluorouracil,,,,3765.0,fluorouracil,http://www.wikidata.org/entity/Q238512,https://go.drugbank.com/drugs/DB00544
11,2,DB00575,"catapres-tts 1 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-7456-9024/catapres-tts-1-patch-weekly/details,RX,12.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
12,2,DB00575,"catapres-tts 3 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-6715-9024/catapres-tts-3-patch-weekly/details,RX,8.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
13,2,DB00575,"catapres-tts 3 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-53588-9024/catapres-tts-3-patch-weekly/details,RX,0.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
14,2,DB00575,"catapres-tts 2 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-53587-9024/catapres-tts-2-patch-weekly/details,RX,0.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
15,2,DB00575,"catapres-tts 2 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-7115-9024/catapres-tts-2-patch-weekly/details,RX,16.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
26,2,DB00575,"catapres-tts 1 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-7456-9024/catapres-tts-1-patch-weekly/details,RX,12.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
27,2,DB00575,"catapres-tts 3 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-6715-9024/catapres-tts-3-patch-weekly/details,RX,8.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
28,2,DB00575,"catapres-tts 3 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-53588-9024/catapres-tts-3-patch-weekly/details,RX,0.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
29,2,DB00575,"catapres-tts 2 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-53587-9024/catapres-tts-2-patch-weekly/details,RX,0.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
30,2,DB00575,"catapres-tts 2 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-7115-9024/catapres-tts-2-patch-weekly/details,RX,16.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
39,2,DB00575,"catapres-tts 1 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-7456-9024/catapres-tts-1-patch-weekly/details,RX,12.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
40,2,DB00575,"catapres-tts 3 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-6715-9024/catapres-tts-3-patch-weekly/details,RX,8.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
41,2,DB00575,"catapres-tts 3 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-53588-9024/catapres-tts-3-patch-weekly/details,RX,0.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
42,2,DB00575,"catapres-tts 2 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-53587-9024/catapres-tts-2-patch-weekly/details,RX,0.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
43,2,DB00575,"catapres-tts 2 patch, transdermal weekly",https://www.webmd.com/drugs/2/drug-7115-9024/catapres-tts-2-patch-weekly/details,RX,16.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
1225,2,DB00575,kapvay,https://www.webmd.com/drugs/2/drug-155086-1378/kapvay/details,RX,10.0,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
1956,1,DB00575,kapvay,,,,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
1957,1,DB00575,duraclon,,,,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
2097,1,DB00575,catapres-tts-3,,,,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
2098,1,DB00575,catapres-tts-2,,,,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
2099,1,DB00575,catapres-tts-1,,,,,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
8021,3,DB00575,apo-clonidine,,,,3195.0,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
8022,3,DB00575,apo-clonidine tab 0.1mg,,,,3195.0,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
8023,3,DB00575,apo-clonidine tab 0.2mg,,,,3195.0,clonidine,http://www.wikidata.org/entity/Q412221,https://go.drugbank.com/drugs/DB00575
